기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20241,U,관광특구,3001491,이태원 관광특구,CS100007,치킨전문점,7,8,0,0,13,1,1
20241,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS100007,치킨전문점,10,26,0,0,4,1,16
20241,U,관광특구,3001493,동대문패션타운 관광특구,CS100007,치킨전문점,5,15,7,1,0,0,10
20241,U,관광특구,3001494,종로?청계 관광특구,CS100007,치킨전문점,15,26,4,1,4,1,11
20241,U,관광특구,3001495,잠실 관광특구,CS100007,치킨전문점,6,24,0,0,0,0,18
20241,U,관광특구,3001496,강남 마이스 관광특구,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110002,독립문역 1번,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110004,대신고등학교,CS100007,치킨전문점,0,3,67,2,0,0,3
20241,A,골목상권,3110005,세검정,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110008,배화여자대학교(박노수미술관),CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110009,자하문터널,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110018,중앙고등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110020,서울국제고등학교,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110021,성균관대학교,CS100007,치킨전문점,2,5,0,0,0,0,3
20241,A,골목상권,3110028,이화달팽이길,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110029,동대문역 1번,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110031,창신역 1번,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110033,창신역 4번,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110035,동묘앞역 2번,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110037,신설동역 12번,CS100007,치킨전문점,1,3,0,0,67,2,2
20241,A,골목상권,3110038,경향신문사,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110039,회현역 1번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110045,동대문역사문화공원역 5번,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110051,한양공고앞 교차로,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110052,장충초등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110053,청구역 1번,CS100007,치킨전문점,0,0,0,0,0,1,0
20241,A,골목상권,3110056,신당역 3번,CS100007,치킨전문점,2,6,17,1,0,0,4
20241,A,골목상권,3110057,황학코아루아파트,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110058,성심여자고등학교,CS100007,치킨전문점,0,4,75,3,25,1,4
20241,A,골목상권,3110059,새남터성지,CS100007,치킨전문점,0,4,50,2,25,1,4
20241,A,골목상권,3110060,효창공원앞역 6번,CS100007,치킨전문점,2,8,25,2,0,0,6
20241,A,골목상권,3110061,효창동주민센터,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110062,한강로동땡땡거리(은행나무길),CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110063,효창공원앞역 5번,CS100007,치킨전문점,1,5,0,0,0,0,4
20241,A,골목상권,3110066,서울역 15번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110067,배문고등학교,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110068,남영역 1번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110069,숙대입구,CS100007,치킨전문점,2,7,14,1,0,0,5
20241,A,골목상권,3110074,서울역 12번,CS100007,치킨전문점,1,6,0,0,0,0,5
20241,A,골목상권,3110075,숙대입구역 1번,CS100007,치킨전문점,1,4,50,2,25,1,3
20241,A,골목상권,3110077,삼광초등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110079,후암동주민센터,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110080,해방촌예술마을,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110081,해방촌 남동측,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110082,용산구청,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110084,경리단길북측,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110085,경리단길남측,CS100007,치킨전문점,4,6,33,2,33,2,2
20241,A,골목상권,3110088,오산고등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110089,서빙고동주민센터,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110092,NH농협은행 보광동지점,CS100007,치킨전문점,0,2,0,0,50,1,2
20241,A,골목상권,3110093,우사단길,CS100007,치킨전문점,3,5,0,0,20,1,2
20241,A,골목상권,3110094,오산중학교,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110095,한강진역 3번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110099,유엔빌리지길,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110101,옥정중학교,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110102,옥수역 6번,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110104,신금호역 4번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110105,금동어린이공원,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110106,금북초등학교,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110107,금호사거리,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110108,성동구립금호도서관,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110109,금호삼성래미안아파트,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110110,상왕십리역 6번,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110112,행당역 2번,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110113,응봉산,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110114,왕십리파출소,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110117,성동구보건소,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110118,왕십리역 9번,CS100007,치킨전문점,1,5,20,1,0,0,4
20241,A,골목상권,3110121,한양대역 4번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110122,마장역 2번,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110123,마장역 3번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110125,사근동살곶이상점가,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110127,성수1가1동주민센터,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110128,성원중학교,CS100007,치킨전문점,1,6,0,0,0,0,5
20241,A,골목상권,3110129,성원어린이공원,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110130,답십리역 6번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110134,성수119안전센터,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110136,경수초등학교,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110137,성수초등학교,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110138,송정체육공원,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110139,자양4동주민센터,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110140,건대입구역 6번,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110141,건대입구역 1번,CS100007,치킨전문점,0,5,0,0,0,0,5
20241,A,골목상권,3110142,화양사거리,CS100007,치킨전문점,0,8,0,0,0,0,8
20241,A,골목상권,3110144,어린이대공원역 4번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110146,신자초등학교,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110147,능동우편취급국,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110148,어린이대공원역 3번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110150,중곡1동 마을마당,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110151,자양한강도서관,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110152,중곡어린이공원,CS100007,치킨전문점,0,5,0,0,0,0,5
20241,A,골목상권,3110154,광진정말공원,CS100007,치킨전문점,3,5,0,0,0,0,2
20241,A,골목상권,3110155,광진구청,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110156,군자역 5번,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110157,자양동우체국,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110158,중곡3동주민센터,CS100007,치킨전문점,4,5,0,0,0,0,1
20241,A,골목상권,3110159,구의역 4번,CS100007,치킨전문점,2,7,0,0,0,0,5
20241,A,골목상권,3110160,광진경찰서,CS100007,치킨전문점,0,2,50,1,0,0,2
20241,A,골목상권,3110161,중곡역 3번,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110162,군자역 4번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110163,성자초등학교,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110165,국립정신건강센터,CS100007,치킨전문점,0,2,0,0,50,1,2
20241,A,골목상권,3110166,구의1동주민센터,CS100007,치킨전문점,5,8,0,0,0,0,3
20241,A,골목상권,3110167,용마초등학교,CS100007,치킨전문점,1,5,0,0,0,0,4
20241,A,골목상권,3110168,대원고등학교,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110170,동대부여고,CS100007,치킨전문점,2,4,0,0,25,1,2
20241,A,골목상권,3110172,광진초등학교,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110174,아차산역 1번,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110175,푸른동산공원,CS100007,치킨전문점,0,2,0,0,50,1,2
20241,A,골목상권,3110176,해오름공원,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110178,장로회신학대학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110179,광나루역 1번,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110180,광진정보도서관,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110182,용두희망어린이공원,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110183,한국의류시험연구원,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110185,용두초등학교,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110186,종암초등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110187,제기동역 6번,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110188,용두동신동아아파트,CS100007,치킨전문점,0,2,100,2,0,0,2
20241,A,골목상권,3110190,고대앞사거리,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110191,고려대역 6번,CS100007,치킨전문점,2,5,0,0,0,0,3
20241,A,골목상권,3110192,동의보감타워,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110193,고려대역 4번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110195,동대문구청,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110197,세종대왕기념관교차로,CS100007,치킨전문점,0,0,0,0,0,1,0
20241,A,골목상권,3110199,홍릉시장,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110200,동대문경찰서,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110201,전농119안전센터,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110203,떡전교사거리,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110204,간데메공원,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110205,경희대삼거리,CS100007,치킨전문점,3,4,0,0,50,2,1
20241,A,골목상권,3110206,텃골근린공원,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110207,시립대앞사거리,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110210,서울시립대,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110211,전곡마을마당공원,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110212,답십리초등학교,CS100007,치킨전문점,3,11,46,5,9,1,8
20241,A,골목상권,3110213,청량초등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110215,회기역 1번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110216,전농중학교,CS100007,치킨전문점,0,1,0,0,100,1,1
20241,A,골목상권,3110219,삼육보건대학교,CS100007,치킨전문점,3,5,0,0,0,0,2
20241,A,골목상권,3110220,외대앞역 1번,CS100007,치킨전문점,3,9,22,2,11,1,6
20241,A,골목상권,3110221,의릉,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110224,외대앞역 2번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110225,촬영소사거리,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110226,장안1동주민센터,CS100007,치킨전문점,4,12,0,0,0,0,8
20241,A,골목상권,3110227,답십리공원,CS100007,치킨전문점,3,5,20,1,40,2,2
20241,A,골목상권,3110228,장안근린공원,CS100007,치킨전문점,3,6,0,0,0,0,3
20241,A,골목상권,3110229,장평중학교,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110230,장안현대홈타운1차아파트,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110232,동대부고,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110233,중랑역 1번,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110234,중랑역 4번,CS100007,치킨전문점,0,2,50,1,0,0,2
20241,A,골목상권,3110235,세화어린이공원,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110236,신묵초등학교,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110237,메가박스 상봉,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110240,태릉시장 특화거리,CS100007,치킨전문점,3,5,0,0,0,0,2
20241,A,골목상권,3110241,먹골역 5번,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110242,면목5동주민센터,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110243,중랑노인종합복지관,CS100007,치킨전문점,4,7,0,0,0,0,3
20241,A,골목상권,3110244,중화역 4번,CS100007,치킨전문점,1,4,50,2,0,0,3
20241,A,골목상권,3110246,월드순복음교회,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110247,먹골역 1번,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110248,먹골파출소,CS100007,치킨전문점,0,1,0,0,100,1,1
20241,A,골목상권,3110251,장안중학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110252,장안제일시장,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110253,중곡초등학교,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110254,오거리공원,CS100007,치킨전문점,3,5,0,0,0,0,2
20241,A,골목상권,3110255,상봉역 4번,CS100007,치킨전문점,3,7,0,0,0,0,4
20241,A,골목상권,3110256,면목2동체육관,CS100007,치킨전문점,4,5,0,0,0,0,1
20241,A,골목상권,3110257,상봉역 7번,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110258,면동초등학교,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110259,사가정역 1번,CS100007,치킨전문점,1,5,0,0,0,0,4
20241,A,골목상권,3110260,면목역 3번,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110261,사가정역 4번,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110262,상봉역 3번,CS100007,치킨전문점,2,5,0,0,0,0,3
20241,A,골목상권,3110263,면목역 1번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110264,면목역 2번,CS100007,치킨전문점,0,5,0,0,0,0,5
20241,A,골목상권,3110265,망우역 1번,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110266,면목동우체국,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110267,망우역 2번,CS100007,치킨전문점,2,6,0,0,0,0,4
20241,A,골목상권,3110269,용마문화복지센터,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110272,신내1동주민센터,CS100007,치킨전문점,2,8,0,0,0,0,6
20241,A,골목상권,3110274,서일대학교,CS100007,치킨전문점,3,6,0,0,0,0,3
20241,A,골목상권,3110275,하나은행 망우동지점,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110277,러스크서울병원,CS100007,치킨전문점,1,4,0,0,50,2,3
20241,A,골목상권,3110278,망우본동주민센터,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110282,국민대학교앞,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110283,성북초등학교앞,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110285,홍대부중,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110287,정릉3동주민센터,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110288,동구여중,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110289,북한산보국문역 2번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110290,북한산보국문역 1번,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110291,한성대입구역 3번,CS100007,치킨전문점,0,4,25,1,0,0,4
20241,A,골목상권,3110294,서경대학교,CS100007,치킨전문점,0,3,67,2,0,0,3
20241,A,골목상권,3110295,정릉우체국,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110296,성신여대입구역 4번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110298,솔숲어린이공원,CS100007,치킨전문점,0,0,0,0,0,1,0
20241,A,골목상권,3110299,정릉역 1번,CS100007,치킨전문점,4,7,0,0,0,0,3
20241,A,골목상권,3110300,삼선동주민센터,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110301,성신여대입구역 7번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110302,보문역 8번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110303,성신여대입구역 1번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110304,보문역 4번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110305,보문역 5번,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110306,미아초등학교,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110307,길음역 7번,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110308,길음역 8번,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110312,안암역 2번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110313,안암역 3번,CS100007,치킨전문점,2,5,0,0,0,0,3
20241,A,골목상권,3110314,종암경찰서,CS100007,치킨전문점,1,6,0,0,0,0,5
20241,A,골목상권,3110315,종암아이파크2차,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110316,숭곡초등학교,CS100007,치킨전문점,5,10,10,1,10,1,5
20241,A,골목상권,3110317,종암중학교,CS100007,치킨전문점,1,2,0,0,50,1,1
20241,A,골목상권,3110319,종암동주민센터,CS100007,치킨전문점,4,6,0,0,17,1,2
20241,A,골목상권,3110323,상월곡역 1번,CS100007,치킨전문점,2,3,0,0,0,0,1
20241,A,골목상권,3110327,상월곡역 2번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110329,우리은행체육관,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110330,돌곶이역 1번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110331,돌곶이역 8번,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110332,돌곶이역 3번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110333,돌곶이역 5번,CS100007,치킨전문점,1,5,0,0,0,0,4
20241,A,골목상권,3110334,석관중앙교회,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110335,석계역 7번,CS100007,치킨전문점,1,3,0,0,67,2,2
20241,A,골목상권,3110336,석관고등학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110337,아카데미하우스,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110339,국립4.19민주묘지,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110340,인수중학교,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110341,북한산우이역 2번,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110343,무너미어린이공원,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110344,화계중학교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110345,솔밭공원역 2번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110346,4.19민주묘지역 2번,CS100007,치킨전문점,0,2,0,0,50,1,2
20241,A,골목상권,3110348,강북문화예술회관,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110349,화계역 2번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110350,가오리역 2번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110351,수유북부시장옆,CS100007,치킨전문점,3,5,40,2,0,0,2
20241,A,골목상권,3110352,수유1동주민센터,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110353,수유동우체국,CS100007,치킨전문점,4,5,0,0,0,0,1
20241,A,골목상권,3110354,삼각산119안전센터,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110355,삼양사거리역 2번,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110356,덕수교,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110357,가오리역 1번,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110359,수유시장옆,CS100007,치킨전문점,0,4,0,0,0,0,4
20241,A,골목상권,3110360,수유초등학교,CS100007,치킨전문점,3,4,0,0,0,0,1
20241,A,골목상권,3110362,우이천 계성교,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110363,송천동주민센터,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110364,미아역 8번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110365,미아역 5번,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110366,광산사거리,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110367,강북구청,CS100007,치킨전문점,0,2,50,1,50,1,2
20241,A,골목상권,3110368,송천초등학교,CS100007,치킨전문점,2,3,0,0,33,1,1
20241,A,골목상권,3110369,성신여대운정그린캠퍼스,CS100007,치킨전문점,3,8,0,0,0,0,5
20241,A,골목상권,3110371,삼양입구사거리,CS100007,치킨전문점,3,6,0,0,0,0,3
20241,A,골목상권,3110372,강북중학교,CS100007,치킨전문점,3,3,33,1,0,0,0
20241,A,골목상권,3110373,수유역 2번,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110374,송중초등학교,CS100007,치킨전문점,0,5,20,1,0,0,5
20241,A,골목상권,3110376,수송초등학교,CS100007,치킨전문점,1,4,25,1,0,0,3
20241,A,골목상권,3110377,미아사거리역 3번,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110378,송중동주민센터,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110381,번동주공2단지,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110382,솔밭공원역 1번,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110386,연산군묘,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110387,쌍문초등학교,CS100007,치킨전문점,2,4,0,0,0,0,2
20241,A,골목상권,3110388,도봉우체국,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110389,한일병원,CS100007,치킨전문점,1,1,0,0,0,0,0
20241,A,골목상권,3110390,방학초등학교,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110391,샘말어린이공원,CS100007,치킨전문점,0,3,0,0,0,0,3
20241,A,골목상권,3110392,발바닥공원,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110393,국민은행방학지점,CS100007,치킨전문점,0,1,0,0,0,0,1
20241,A,골목상권,3110394,방학중학교,CS100007,치킨전문점,1,3,0,0,67,2,2
20241,A,골목상권,3110395,신한은행 방학동지점,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110397,도봉산입구,CS100007,치킨전문점,3,7,0,0,0,0,4
20241,A,골목상권,3110398,쌍문2동우체국,CS100007,치킨전문점,1,3,0,0,0,0,2
20241,A,골목상권,3110399,창2동주민센터,CS100007,치킨전문점,0,2,0,0,0,0,2
20241,A,골목상권,3110400,도봉구보건소,CS100007,치킨전문점,3,6,0,0,0,0,3
20241,A,골목상권,3110402,도봉구 정병원,CS100007,치킨전문점,1,4,0,0,0,0,3
20241,A,골목상권,3110403,방학1동주민센터,CS100007,치킨전문점,4,8,0,0,13,1,4
20241,A,골목상권,3110404,신창초등학교,CS100007,치킨전문점,5,11,18,2,9,1,6
20241,A,골목상권,3110405,방학역 1번,CS100007,치킨전문점,7,13,0,0,0,0,6
20241,A,골목상권,3110406,도봉산역 1번,CS100007,치킨전문점,2,2,0,0,0,0,0
20241,A,골목상권,3110407,도봉역 2번,CS100007,치킨전문점,1,3,67,2,33,1,2
20241,A,골목상권,3110408,가인초등학교,CS100007,치킨전문점,1,2,0,0,0,0,1
20241,A,골목상권,3110409,창동역 2번,CS100007,치킨전문점,1,5,0,0,0,0,4
20241,A,골목상권,3110410,방학역 2번,CS100007,치킨전문점,2,6,0,0,0,0,4
20241,A,골목상권,3110411,도봉역 3번,CS100007,치킨전문점,1,2,0,0,0,0,1
